Reference, Value, Footprint, Datasheet, MFG Name, MFG Part Num, Distrib PN, Distrib Link, Tolerance, Others
R407,24k,Resistors_SMD:R_0402,,,,,,,
R1912,27k,Resistors_SMD:R_0402,,,,,,,
R307,30.1k,Resistors_SMD:R_0402,,,,,,,
R403,300k,Resistors_SMD:R_0402,,,,,,,
R418,30k,Resistors_SMD:R_0402,,,,,,,
R405,33k,Resistors_SMD:R_0402,,,,,,,
R206,4.7k,Resistors_SMD:R_0402,,,,,,,
R207,4.7k,Resistors_SMD:R_0402,,,,,,,
R208,4.7k,Resistors_SMD:R_0402,,,,,,,
R209,4.7k,Resistors_SMD:R_0402,,,,,,,
R201,4.7k,Resistors_SMD:R_0402,,,,,,,
R905,4.7k,Resistors_SMD:R_0402,,,,,,,
R1504,4.7k,Resistors_SMD:R_0402,,,,,,,
R1505,4.7k,Resistors_SMD:R_0402,,,,,,,
R602,4.99k,Resistors_SMD:R_0402,,,,,,,
R1503,47k,Resistors_SMD:R_0402,,,,,,,
R308,5.23k,Resistors_SMD:R_0402,,,,,,,
R406,75k,Resistors_SMD:R_0402,,,,,,,
R409,910k,Resistors_SMD:R_0402,,,,,,,
R417,910k,Resistors_SMD:R_0402,,,,,,,
R211,NC,Resistors_SMD:R_0402,,,,,,,
R212,NC,Resistors_SMD:R_0402,,,,,,,
R213,NC,Resistors_SMD:R_0402,,,,,,,
R215,NC,Resistors_SMD:R_0402,,,,,,,
R216,NC,Resistors_SMD:R_0402,,,,,,,
R217,NC,Resistors_SMD:R_0402,,,,,,,
R218,NC,Resistors_SMD:R_0402,,,,,,,
R202,NC,Resistors_SMD:R_0402,,,,,,,
R203,NC,Resistors_SMD:R_0402,,,,,,,
R204,NC,Resistors_SMD:R_0402,,,,,,,
R205,NC,Resistors_SMD:R_0402,,,,,,,
R219,NC,Resistors_SMD:R_0402,,,,,,,
R309,NC,Resistors_SMD:R_2512,https://riedon.com/media/pdf/CSR.pdf,Riedon,CSR2512A0R025F,696-1666-1-ND,https://www.digikey.com/product-detail/en/riedon/CSR2512A0R025F/696-1666-1-ND/5723654,1%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=8000a%2C80067%2C80069%2C8008f%2C80010%2C80007%2C80008%2C80009%2Cc0001%2Cc0163%2Cc0172%2Cc002a%2C1f140000%2Cmu25+mOhms%7C2085%2Cffe00034%2C142c06f9%2C142c0787%2C142c08f2%2C142c0b45%2C142c0ce1%2C142c10bd&quantity=&ColumnSort=1000011&page=1&pageSize=500
R411,NC,Resistors_SMD:R_1206,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,Panasonic,ERJ-8CWFR025V,P0.025BVCT-ND,https://www.digikey.com/product-detail/en/panasonic-electronic-components/ERJ-8CWFR025V/P0.025BVCT-ND/4927045,1%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?k=&pkeyword=&pv1291=2471&FV=8000a%2C80067%2C80069%2C8008f%2C80010%2C80006%2C80007%2C80008%2C80009%2Cc0001%2Cc0163%2Cc0165%2Cc0172%2Cc0179%2Cc017c%2Cc002a%2Cc01af%2C1f140000%2Cmu25+mOhms%7C2085%2Cffe00034%2C142c09a7%2C142c1cdb&quantity=0&ColumnSort=1000011&page=1&pageSize=500
R419,NC,Resistors_SMD:R_0805,https://www.seielect.com/Catalog/SEI-CSR_CSRN.pdf,Stackpole,CSR0805FK25L0,CSR0805FK25L0CT-ND,,1%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=142c040d%2C1f140000%2Cmu25+mOhms%7C2085%2Cffe00034&quantity=&ColumnSort=1000011&page=1&pageSize=500
R402,NC,Resistors_SMD:R_0402,,,,,,,
R412,NC,Resistors_SMD:R_1206,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,Panasonic,ERJ-8CWFR025V,P0.025BVCT-ND,https://www.digikey.com/product-detail/en/panasonic-electronic-components/ERJ-8CWFR025V/P0.025BVCT-ND/4927045,1%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?k=&pkeyword=&pv1291=2471&FV=8000a%2C80067%2C80069%2C8008f%2C80010%2C80006%2C80007%2C80008%2C80009%2Cc0001%2Cc0163%2Cc0165%2Cc0172%2Cc0179%2Cc017c%2Cc002a%2Cc01af%2C1f140000%2Cmu25+mOhms%7C2085%2Cffe00034%2C142c09a7%2C142c1cdb&quantity=0&ColumnSort=1000011&page=1&pageSize=500
R414,NC,Resistors_SMD:R_1206,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,Panasonic,ERJ-8CWFR025V,P0.025BVCT-ND,https://www.digikey.com/product-detail/en/panasonic-electronic-components/ERJ-8CWFR025V/P0.025BVCT-ND/4927045,1%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?k=&pkeyword=&pv1291=2471&FV=8000a%2C80067%2C80069%2C8008f%2C80010%2C80006%2C80007%2C80008%2C80009%2Cc0001%2Cc0163%2Cc0165%2Cc0172%2Cc0179%2Cc017c%2Cc002a%2Cc01af%2C1f140000%2Cmu25+mOhms%7C2085%2Cffe00034%2C142c09a7%2C142c1cdb&quantity=0&ColumnSort=1000011&page=1&pageSize=500
R507,NC,Resistors_SMD:R_0402,,,,,,,
R806,NC,Resistors_SMD:R_0402,,,,,,,
R804,NC,Resistors_SMD:R_0402,,,,,,,
R1004,NC,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1003,NC,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1002,NC,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1407,NC,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1408,NC,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1508,NC,Resistors_SMD:R_0402,,,,,,,
R1601,NC,Resistors_SMD:R_0402,,,,,,,
R1713,NC,Resistors_SMD:R_0402,,,,,,,
R1715,NC,Resistors_SMD:R_0402,,,,,,,
R1719,NC,Resistors_SMD:R_0402,,,,,,,
R1720,NC,Resistors_SMD:R_0402,,,,,,,
R1702,NC,Resistors_SMD:R_0402,,,,,,,
R1704,NC,Resistors_SMD:R_0402,,,,,,,
R1802,NC,Resistors_SMD:R_1206,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,Panasonic,ERJ-8CWFR025V,P0.025BVCT-ND,https://www.digikey.com/product-detail/en/panasonic-electronic-components/ERJ-8CWFR025V/P0.025BVCT-ND/4927045,1%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?k=&pkeyword=&pv1291=2471&FV=8000a%2C80067%2C80069%2C8008f%2C80010%2C80006%2C80007%2C80008%2C80009%2Cc0001%2Cc0163%2Cc0165%2Cc0172%2Cc0179%2Cc017c%2Cc002a%2Cc01af%2C1f140000%2Cmu25+mOhms%7C2085%2Cffe00034%2C142c09a7%2C142c1cdb&quantity=0&ColumnSort=1000011&page=1&pageSize=500
R1909,NC,Resistors_SMD:R_0402,,,,,,,
R2103,NC,Resistors_SMD:R_0402,,,,,,,
R2301,NC,Resistors_SMD:R_0402,,,,,,,
SW501,DPDT,dvk-mx8m-bsb:Switch_CK_DPDT_JS202011JAQN,https://www.ckswitches.com/media/1422/js.pdf,C&K,JS202011JAQN,CKN10722CT-ND,https://www.digikey.com/product-detail/en/c-k/JS202011JAQN/CKN10722CT-ND/6137636,-,https://www.digikey.com/products/en/switches/slide-switches/213?FV=2080004%2Cffe000d5%2C1140003%2C1140160%2C1f140000&quantity=&ColumnSort=1000011&page=1&pageSize=500
SW1301,DPDT,dvk-mx8m-bsb:Switch_CK_DPDT_JS202011JAQN,https://www.ckswitches.com/media/1422/js.pdf,C&K,JS202011JAQN,CKN10722CT-ND,https://www.digikey.com/product-detail/en/c-k/JS202011JAQN/CKN10722CT-ND/6137636,-,https://www.digikey.com/products/en/switches/slide-switches/213?FV=2080004%2Cffe000d5%2C1140003%2C1140160%2C1f140000&quantity=&ColumnSort=1000011&page=1&pageSize=500
SW1402,SW_Push,dvk-mx8m-bsb:Tact_SW_side,http://omronfs.omron.com/en_US/ecb/products/pdf/en-b3u.pdf,,,,https://www.digikey.com/product-detail/en/omron-electronics-inc-emc-div/B3U-3000P/SW1022CT-ND/1534359,,
SW1401,SW_Push,dvk-mx8m-bsb:Tact_SW_side,http://omronfs.omron.com/en_US/ecb/products/pdf/en-b3u.pdf,,,,https://www.digikey.com/product-detail/en/omron-electronics-inc-emc-div/B3U-3000P/SW1022CT-ND/1534359,,
SW1404,SW_Push,dvk-mx8m-bsb:Tact_SW_side,http://omronfs.omron.com/en_US/ecb/products/pdf/en-b3u.pdf,,,,https://www.digikey.com/product-detail/en/omron-electronics-inc-emc-div/B3U-3000P/SW1022CT-ND/1534359,,
SW1403,SW_Push,dvk-mx8m-bsb:Tact_SW_side,http://omronfs.omron.com/en_US/ecb/products/pdf/en-b3u.pdf,,,,https://www.digikey.com/product-detail/en/omron-electronics-inc-emc-div/B3U-3000P/SW1022CT-ND/1534359,,
SW1801,DPDT,dvk-mx8m-bsb:Switch_CK_DPDT_JS202011JAQN,https://www.ckswitches.com/media/1422/js.pdf,C&K,JS202011JAQN,CKN10722CT-ND,https://www.digikey.com/product-detail/en/c-k/JS202011JAQN/CKN10722CT-ND/6137636,-,https://www.digikey.com/products/en/switches/slide-switches/213?FV=2080004%2Cffe000d5%2C1140003%2C1140160%2C1f140000&quantity=&ColumnSort=1000011&page=1&pageSize=500
SW1501,DPDT,dvk-mx8m-bsb:Switch_CK_DPDT_JS202011JAQN,https://www.ckswitches.com/media/1422/js.pdf,C&K,JS202011JAQN,CKN10722CT-ND,https://www.digikey.com/product-detail/en/c-k/JS202011JAQN/CKN10722CT-ND/6137636,-,https://www.digikey.com/products/en/switches/slide-switches/213?FV=2080004%2Cffe000d5%2C1140003%2C1140160%2C1f140000&quantity=&ColumnSort=1000011&page=1&pageSize=500
TH301,10k,Resistors_SMD:R_0603,https://industrial.panasonic.com/cdbs/www-data/pdf2/AUA0000/AUA0000AE291.pdf,Panasonic,ERTJ1VG103FA,ERT-J1VG103FA,https://www.arrow.com/en/products/ert-j1vg103fa/panasonic,1%,https://www.mouser.com/ProductDetail/Semitec/103HT?qs=sGAEpiMZZMuBd0%252bwiCVS2waoyKMmx3l3pnIFz88T2Ko%3d
TP101,TEST_1P,Measurement_Points:Measurement_Point_Round-SMD-Pad_Small,,,,,,,
TP1701,TEST_1P,Measurement_Points:Measurement_Point_Round-SMD-Pad_Small,,,,,,,
TP1702,TEST_1P,Measurement_Points:Measurement_Point_Round-SMD-Pad_Small,,,,,,,
U1504,74LVC1G08,dvk-mx8m-bsb:74LVC1G08GF,https://assets.nexperia.com/documents/data-sheet/74LVC1G08.pdf,NXP,74LVC1G08GF,74LVC1G08GF/S505125,https://www.rocelec.com/part/nexnxp74lvc1g08gf-s505125,-,https://octopart.com/search?q=74LVC1G08GV%2C125&oq=74LVC1G08GV%2C125&start=0
U1301,74LVC1G32,dvk-mx8m-bsb:74LVC1G32GF,https://assets.nexperia.com/documents/data-sheet/74LVC1G32_Q100.pdf,NXP,74LVC1G32GF,74LVC1G32GF/S505125,https://www.rocelec.com/part/nexnxp74lvc1g32gf-s505125,-,https://www.digikey.com/products/en/integrated-circuits-ics/logic-gates-and-inverters/705?FV=ffe002c1&quantity=&ColumnSort=1000011&page=1&k=1g32&pageSize=500
U2003,74LVC1G332,dvk-mx8m-bsb:74LVC1G332DCKR,http://www.ti.com/lit/ds/symlink/sn74lvc1g332.pdf,Texas Instruments,SN74LVC1G332DCKR,SN74LVC1G332DCKR,https://www.rocelec.com/part/textissn74lvc1g332dckr,-,https://store.ti.com/SN74LVC1G332DCKR.aspx
U1503,74LVC1G86,dvk-mx8m-bsb:74LVC1G86,https://assets.nexperia.com/documents/data-sheet/74LVC1G86.pdf,NXP,"74LVC1G86GV,125",74LVC1G86GV125,https://www.rocelec.com/part/nexnxp74lvc1g86gv125,-,https://octopart.com/search?q=74LVC1G86GV%2C125&start=0
U1803,74LVC2G08,dvk-mx8m-bsb:74LVC2G08DCU,http://www.ti.com/lit/ds/symlink/sn74lvc2g08.pdf,Texas Instruments,SN74LVC2G08DCU,SN74LVC2G08DCU6,https://www.rocelec.com/part/textissn74lvc2g08dcu6,-,https://store.ti.com/SN74AUP2G08DCUR.aspx
U701,74LVC2G241,dvk-mx8m-bsb:NXP_VSSOP-8-1EP_2x2.3mm_SOT765-1,https://assets.nexperia.com/documents/data-sheet/74LVC2G241.pdf,NXP,"74LVC2G241DC,125",1727-7019-1-ND,https://www.digikey.com/product-detail/en/nexperia-usa-inc/74LVC2G241DC125/1727-7019-1-ND/2814262,-,https://www.digikey.com/products/en/integrated-circuits-ics/logic-buffers-drivers-receivers-transceivers/704?quantity=&ColumnSort=1000011&page=1&k=74LVC2G241&pageSize=500
U404,AP22814,dvk-mx8m-bsb:AP22814,https://www.diodes.com/assets/Datasheets/AP22804_14.pdf,Diodes Inc,AP22814ASN,AP22814ASN-7,https://www.arrow.com/en/products/ap22814asn-7/diodes-incorporated,-,https://www.digikey.com/products/en/integrated-circuits-ics/pmic-power-distribution-switches-load-drivers/726?k=&pkeyword=&pv1120=179&pv1120=397&pv1120=391&pv1120=866&pv1120=43&pv1120=61&pv1120=74&pv1120=293&FV=a4030a%2C15c0002%2C1f140000%2Cffe002d6%2Cc100079%2Cc10009a%2Cc10009b%2Cc1000e8%2Cc100126%2Cc100140%2Cc1001d2%2Cc1001e5%2Cc1001f8%2Cc10023b%2Cc10027e%2Cc100281%2Cc100282%2Cc100295%2Cc10029a%2Cc10029d%2Cc10029e%2Cc10029f%2Cc1002a2%2Cc1002ab%2Cc1002b2%2Cc1002b3%2Cc1002b4%2Cc1002ba%2Cc1002bc%2Cc1002be%2Cc1002cb%2Cc10032d&quantity=0&ColumnSort=1000011&page=1&pageSize=500
U405,AP22814,dvk-mx8m-bsb:AP22814,https://www.diodes.com/assets/Datasheets/AP22804_14.pdf,Diodes Inc,AP22814ASN,AP22814ASN-7,https://www.arrow.com/en/products/ap22814asn-7/diodes-incorporated,-,https://www.digikey.com/products/en/integrated-circuits-ics/pmic-power-distribution-switches-load-drivers/726?k=&pkeyword=&pv1120=179&pv1120=397&pv1120=391&pv1120=866&pv1120=43&pv1120=61&pv1120=74&pv1120=293&FV=a4030a%2C15c0002%2C1f140000%2Cffe002d6%2Cc100079%2Cc10009a%2Cc10009b%2Cc1000e8%2Cc100126%2Cc100140%2Cc1001d2%2Cc1001e5%2Cc1001f8%2Cc10023b%2Cc10027e%2Cc100281%2Cc100282%2Cc100295%2Cc10029a%2Cc10029d%2Cc10029e%2Cc10029f%2Cc1002a2%2Cc1002ab%2Cc1002b2%2Cc1002b3%2Cc1002b4%2Cc1002ba%2Cc1002bc%2Cc1002be%2Cc1002cb%2Cc10032d&quantity=0&ColumnSort=1000011&page=1&pageSize=500
U1701,AR8031,dvk-mx8m-bsb:AR8031,https://media.digikey.com/pdf/Data%20Sheets/CSR%20PDFs/AR8031_DS_(Atheros)_Rev1.0_Aug2011.pdf,Qualcomm Atheros,AR8031-AL1A,C111275,https://lcsc.com/product-detail/Ethernet-ICs_ATHEROS_AR8031-AL1A_AR8031-AL1A_C111275.html,-,https://octopart.com/search?q=AR8031&start=0
U301,BQ25896,dvk-mx8m-bsb:BQ25896,http://www.ti.com/lit/ds/symlink/bq25896.pdf,Texas Instruments,BQ25896,BQ25896RTWT,https://store.ti.com/BQ25896RTWT.aspx,-,https://octopart.com/search?q=BQ25896&start=0
U1603,FSA6157L6X,dvk-mx8m-bsb:FSA6157L6X,https://www.fairchildsemi.com/datasheets/FS/FSA6157.pdf,ON Semi,FSA6157L6X,512-FSA6157L6X,https://www.mouser.com/ProductDetail/ON-Semiconductor-Fairchild/FSA6157L6X?qs=%2fha2pyFaduggPd%2fv4HQ%252bQGWRDdKGHrLxm18BwASBpiGCS4tfvE1hqw%3d%3d&utm_source=octopart&utm_medium=aggregator&utm_campaign=512-FSA6157L6X&utm_content=ON%20Semiconductor,-,https://www.digikey.com/products/en/integrated-circuits-ics/interface-analog-switches-special-purpose/780?FV=1f140000%2Cffe0030c%2C1ea0000c&quantity=&ColumnSort=1000011&page=1&pageSize=500
U406,FT440,dvk-mx8m-bsb:FT440,http://www.ineltek.com/wp-content/uploads/manual/fmd/FT440x.pdf,Fremont Micro,FT440CA,1219-1077-1-ND,https://www.digikey.com/product-detail/en/fremont-micro-devices-usa/FT440CA/1219-1077-1-ND/3516029,-,https://www.digikey.com/products/en/integrated-circuits-ics/pmic-voltage-regulators-dc-dc-switching-regulators/739?k=&pkeyword=&pv110=947&FV=a4027c%2C142c000b%2C142c0e23%2C142c036d%2C1bcc0020%2C1f140000%2Cffe002e3&quantity=0&ColumnSort=1000011&page=1&pageSize=500
U2002,LSM9DS1,dvk-mx8m-bsb:LSM9DS1,http://www.st.com/content/ccc/resource/technical/document/datasheet/1e/3f/2a/d6/25/eb/48/46/DM00103319.pdf/files/DM00103319.pdf/jcr:content/translations/en.DM00103319.pdf,STMicroelectronics,LSM9DS1,LSM9DS1TR,EBV,-,https://octopart.com/search?q=LSM9DS1&start=0
U901,MA8627,dvk-mx8m-bsb:LQFP-48_7x7mm_Pitch0.5mm,https://cloud.puri.sm/s/DLGJJxKKFXXYqwg,,,,,,
U2301,MAX-M8Q,dvk-mx8m-bsb:MAX-M8,https://www.u-blox.com/sites/default/files/MAX-M8-FW3_DataSheet_%28UBX-15031506%29.pdf,U-Blox,MAX-M8Q,MAX-M8Q,https://www.u-blox.com/en/product/max-m8-series,-,https://www.digikey.com/product-detail/en/u-blox-america-inc/MAX-M8Q-0/672-1003-1-ND/6150666
U402,MIC2876,dvk-mx8m-bsb:MIC2876,http://ww1.microchip.com/downloads/en/DeviceDoc/20005572A.pdf,Microchip,MIC2876-AYMT-TR,MIC2876-AYMT-TR,https://www.arrow.com/en/products/mic2876-aymt-tr/microchip-technology,-,https://www.digikey.com/products/en/integrated-circuits-ics/pmic-voltage-regulators-dc-dc-switching-regulators/739?k=&pkeyword=&pv16=6793&pv16=9&pv16=13619&pv16=12249&pv16=17267&pv16=12771&pv16=12161&pv16=14930&pv16=11948&pv16=13043&pv16=16861&FV=1140003%2C15c0002%2C2040001%2C2040068%2C204000d%2C204008f%2C204000f%2C20400a0%2C20400a4%2C2040011%2C2040012%2C204072c%2C204074e%2C20407c1%2C2040002%2C2040014%2C2040807%2C2040808%2C2040809%2C204080a%2C204080b%2C204080f%2C2040810%2C2040812%2C2040813%2C2040815%2C2040817%2C2040818%2C2040819%2C2040827%2C2040828%2C204082a%2C204082b%2C204082c%2C204082d%2C204082e%2C204082f%2C2040830%2C2040831%2C2040840%2C2040842%2C2040843%2C2040845%2C2040846%2C2040848%2C2040849%2C2040856%2C2040857%2C20400d6%2C2040860%2C2040863%2C204086a%2C20400d8%2C2040870%2C2040872%2C2040879%2C204087c%2C204087f%2C2040880%2C2040881%2C2040882%2C204088b%2C204088d%2C204088e%2C20408a5%2C20408a6%2C20408ae%2C20400e9%2C20400ea%2C2040949%2C20400f4%2C2040104%2C204011c%2C2040131%2C204016b%2C204020c%2C2040006%2C2040007%2C20402d5%2C2040008%2C2040060%2C3fc00b5%2C8f40071%2C8f400a2%2C8f400b2%2C8f40013%2C8f40014%2C8f40015%2C8f400d5%2C8f400d8%2C8f40019%2C8f4001a%2C8f4001e%2C8f40025%2C8f40028%2C8f4002b%2C8f4002f%2C8f40032%2C8f40034%2C8f40042%2C8f40043%2C11280136%2C11280138%2C112801aa%2C112801ab%2C112801bc%2C112801bd%2C112801be%2C112801c7%2C112801c8%2C112801c9%2C16fc0091%2C16fc00ab%2C16fc00b1%2C16fc00b4%2C16fc00b5%2C16fc00b7%2C16fc00bf%2C16fc00c9%2C16fc001f%2C16fc002c%2C16fc002d%2C16fc0031%2C16fc0039%2C16fc003d%2C16fc0040%2C16fc0046%2C16fc0053%2C1f140000%2Cffe002e3&quantity=0&ColumnSort=1000011&page=1&pageSize=500
U403,MIC5365-2.8,dvk-mx8m-bsb:MIC5365-2.8YD5,http://ww1.microchip.com/downloads/en/DeviceDoc/mic5365.pdf,Microchip,MIC5365-2.8YD5,1611-MIC5365-2.85YC5-CT-ND,https://www.digikey.com/product-detail/en/microchip-technology/MIC5365-2.8YD5-TR/1611-MIC5365-2.8YD5-CT-ND/5700550,-,https://octopart.com/search?q=MIC5365-2.8Y&start=0
U2101,MX25L1606E,dvk-mx8m-bsb:MX25L1606EZNI,"http://www.macronix.com/Lists/Datasheet/Attachments/7465/MX25L1606E,%203V,%2016Mb,%20v1.9.pdf",Macronix,MX25L1606EZNI-12G,MX25L1606EZNI-12G,https://www.arrow.com/en/products/mx25l1606ezni-12g/macronix-international?utm_campaign=octopart_2018&utm_currency=USD&utm_keyword=MX25L1606EZNI-12G&utm_medium=aggregator&utm_content=inv_listing&utm_source=octopart,-,https://www.digikey.com/products/en/integrated-circuits-ics/memory/774?k=&pkeyword=&pv1291=5519&pv1291=7498&pv1291=5520&pv1291=3298&pv1291=9457&pv1291=9363&pv1291=4953&pv1291=6332&pv1291=4954&FV=8e80066%2Cmu100MHz%7C800%2Cmu104MHz%7C800%2Cmu33MHz%7C800%2Cmu40MHz%7C800%2Cmu52MHz%7C800%2Cmu54MHz%7C800%2Cmu56MHz%7C800%2Cmu65MHz%7C800%2Cmu66MHz%7C800%2Cmu75MHz%7C800%2Cmu80MHz%7C800%2Cmu86MHz%7C800%2C1f140000%2Cffe00306%2C23805c6%2C23805ca%2C23805dd%2C23805e2%2C23805ed%2C2380617%2C2380618%2C238063c%2C238063f%2C2380641%2C238067c%2C238067d%2C2380692%2C2380694&quantity=0&ColumnSort=1000011&page=1&pageSize=500
U1501,NTB0104GU12,dvk-mx8m-bsb:NTB0104GU12,https://www.nxp.com/docs/en/data-sheet/NTB0104.pdf,NXP,"NTB0104GU12,115",NTB0104GU12115,https://www.rocelec.com/part/NXPNXPNTB0104GU12115,-,https://www.digikey.com/products/en/integrated-circuits-ics/logic-translators-level-shifters/732?FV=a40148%2C700000e%2C700008e%2C7000097%2C70000fa%2C7000135%2C1b880002%2C1de0000a%2C1f140000%2Cii1%7C2094%2Cffe002dc%2C402f84%2C40331c%2C40346e%2C403579%2C403621%2C40373a%2C403b27%2C400e8c&quantity=&ColumnSort=1000011&page=1&pageSize=500
U1802,NTB0104GU12,dvk-mx8m-bsb:NTB0104GU12,https://www.nxp.com/docs/en/data-sheet/NTB0104.pdf,NXP,"NTB0104GU12,115",NTB0104GU12115,https://www.rocelec.com/part/NXPNXPNTB0104GU12115,-,https://www.digikey.com/products/en/integrated-circuits-ics/logic-translators-level-shifters/732?FV=a40148%2C700000e%2C700008e%2C7000097%2C70000fa%2C7000135%2C1b880002%2C1de0000a%2C1f140000%2Cii1%7C2094%2Cffe002dc%2C402f84%2C40331c%2C40346e%2C403579%2C403621%2C40373a%2C403b27%2C400e8c&quantity=&ColumnSort=1000011&page=1&pageSize=500
U1801,NTB0104GU12,dvk-mx8m-bsb:NTB0104GU12,https://www.nxp.com/docs/en/data-sheet/NTB0104.pdf,NXP,"NTB0104GU12,115",NTB0104GU12115,https://www.rocelec.com/part/NXPNXPNTB0104GU12115,-,https://www.digikey.com/products/en/integrated-circuits-ics/logic-translators-level-shifters/732?FV=a40148%2C700000e%2C700008e%2C7000097%2C70000fa%2C7000135%2C1b880002%2C1de0000a%2C1f140000%2Cii1%7C2094%2Cffe002dc%2C402f84%2C40331c%2C40346e%2C403579%2C403621%2C40373a%2C403b27%2C400e8c&quantity=&ColumnSort=1000011&page=1&pageSize=500
U1502,NUP5120,dvk-mx8m-bsb:NUP5120X6,http://www.onsemi.com/pub/Collateral/NUP5120-D.PDF,ON Semi,NUP5120X6T1G,NUP5120X6T1GOSCT-ND,https://www.digikey.com/product-detail/en/on-semiconductor/NUP5120X6T1G/NUP5120X6T1GOSCT-ND/2122074,-,ESDA6V1-5P6
