Reference, Value, Footprint, Datasheet, MFG Name, MFG Part Num, Distrib PN, Distrib Link, Tolerance, Others
JP301,NC,Pin_Headers:Pin_Header_Straight_1x02_Pitch2.54mm,https://www.molex.com/webdocs/datasheets/pdf/en-us/0015381026_ACCESSORIES.pdf,Molex,22284020,WM50014-02-ND,https://www.digikey.com/product-detail/en/molex-llc/0022284020/WM50014-02-ND/313787,-,https://www.arrow.com/en/products/0015381026/molex
JP401,NC,Pin_Headers:Pin_Header_Straight_1x02_Pitch2.00mm,http://suddendocs.samtec.com/testreports/440550_report_rev_1_qua.pdf,Samtec,TMM-102-03-T-S,SAM8977-ND,https://www.digikey.com/product-detail/en/samtec-inc/TMM-102-03-T-S/SAM8977-ND/2345206,-,https://www.arrow.com/en/products/2sn-bk-g/samtec
JP402,NC,Pin_Headers:Pin_Header_Straight_1x02_Pitch2.00mm,http://suddendocs.samtec.com/testreports/440550_report_rev_1_qua.pdf,Samtec,TMM-102-03-T-S,SAM8977-ND,https://www.digikey.com/product-detail/en/samtec-inc/TMM-102-03-T-S/SAM8977-ND/2345206,-,https://www.arrow.com/en/products/2sn-bk-g/samtec
JP403,NC,Pin_Headers:Pin_Header_Straight_1x02_Pitch2.00mm,http://suddendocs.samtec.com/testreports/440550_report_rev_1_qua.pdf,Samtec,TMM-102-03-T-S,SAM8977-ND,https://www.digikey.com/product-detail/en/samtec-inc/TMM-102-03-T-S/SAM8977-ND/2345206,-,https://www.arrow.com/en/products/2sn-bk-g/samtec
JP404,NC,Pin_Headers:Pin_Header_Straight_1x02_Pitch2.00mm,http://suddendocs.samtec.com/testreports/440550_report_rev_1_qua.pdf,Samtec,TMM-102-03-T-S,SAM8977-ND,https://www.digikey.com/product-detail/en/samtec-inc/TMM-102-03-T-S/SAM8977-ND/2345206,-,https://www.arrow.com/en/products/2sn-bk-g/samtec
JP1801,NC,Pin_Headers:Pin_Header_Straight_1x02_Pitch2.00mm,http://suddendocs.samtec.com/testreports/440550_report_rev_1_qua.pdf,Samtec,TMM-102-03-T-S,SAM8977-ND,https://www.digikey.com/product-detail/en/samtec-inc/TMM-102-03-T-S/SAM8977-ND/2345206,-,https://www.arrow.com/en/products/2sn-bk-g/samtec
L301,1uH,dvk-mx8m-bsb:IHLP-2020BZ-11,https://www.vishay.com/docs/34261/ihlp2020bz11.pdf,Vishay,IHLP2020BZER1R0M11,70-IHLP2020BZER1R0M1,https://www.arrow.com/en/products/ihlp2020bzer1r0m11/vishay,20%,https://www.digikey.com/products/en/inductors-coils-chokes/fixed-inductors/71?FV=2dc155c%2C1f140000%2Cmu1%C2%B5H%7C2087%2Cmu10.2A%7C2089%2Cmu11.2A%7C2089%2Cmu11A%7C2089%2Cmu12.8A%7C2089%2Cmu12A%7C2089%2Cmu13.1A%7C2089%2Cmu13.7A%7C2089%2Cmu13.9A%7C2089%2Cmu13A%7C2089%2Cmu14.3A%7C2089%2Cmu14.5A%7C2089%2Cmu14.8A%7C2089%2Cmu14A%7C2089%2Cmu15A%7C2089%2Cmu16.2A%7C2089%2Cmu16.5A%7C2089%2Cmu16A%7C2089%2Cmu18A%7C2089%2Cmu19.5A%7C2089%2Cmu20.5A%7C2089%2Cmu20A%7C2089%2Cmu22A%7C2089%2Cmu24A%7C2089%2Cmu25.5A%7C2089%2Cmu26A%7C2089%2Cmu27.5A%7C2089%2Cmu28A%7C2089%2Cmu29A%7C2089%2Cmu30A%7C2089%2Cmu31A%7C2089%2Cmu32.5A%7C2089%2Cmu32A%7C2089%2Cmu34A%7C2089%2Cmu36A%7C2089%2Cmu40A%7C2089%2Cmu42A%7C2089%2Cmu48.3A%7C2089%2Cmu48A%7C2089%2Cmu49A%7C2089%2Cmu50A%7C2089%2Cmu51A%7C2089%2Cmu58A%7C2089%2Cmu60A%7C2089%2Cmu7.1A%7C2089%2Cmu7.5A%7C2089%2Cmu71A%7C2089%2Cmu73A%7C2089%2Cmu7A%7C2089%2Cmu8.5A%7C2089%2Cmu8.8A%7C2089%2Cmu8A%7C2089%2Cmu9.5A%7C2089%2Cmu9.6A%7C2089%2Cmu9A%7C2089%2Cffe00047%2C1400008&quantity=&ColumnSort=1000011&page=1&pageSize=500
L401,1uH,dvk-mx8m-bsb:XAL4020-102MEC,https://www.coilcraft.com/pdfs/xal4000.pdf,Coilcraft,XAL4020-102MEC,994-XAL4020-102MEC,https://www.mouser.com/ProductDetail/Coilcraft/XAL4020-102MEC?qs=zCSbvcPd3pbLq0M7ZKfPRA%3D%3D,-,https://www.mouser.com/ProductDetail/Coilcraft/XAL4020-102MEB?qs=sGAEpiMZZMsg%252by3WlYCkU2kWFds1hA9Dw%2fxz62COX58%3d
L402,2.2uH,dvk-mx8m-bsb:XAL5030-222,https://www.coilcraft.com/pdfs/xal50xx.pdf,Coilcraft,XAL5030-222,994-XAL5030-222MEB,https://www.mouser.com/ProductDetail/Coilcraft/XAL5030-222MEB?qs=sGAEpiMZZMsg%252by3WlYCkU2kWFds1hA9DNQaFKMACSb4%3d,20%,https://www.coilcraft.com/apps/finder/finder.cfm?mfc=Richtek&apl=2%20uH&IC=RT8070&desc=Step-down%20converter
L404,2.2uH,dvk-mx8m-bsb:LPS4018-222MRB,https://www.coilcraft.com/pdfs/lps4018.pdf,Coilcraft,LPS4018-222MRB,994-LPS4018-222MRB,https://www.mouser.com/ProductDetail/Coilcraft/LPS4018-222MRB?qs=sGAEpiMZZMsg%252by3WlYCkUyYZYjlLTHufsnqE1IhSpno%3d,20%,https://www.mouser.com/Search/Refine.aspx?Keyword=LPS4018-222M
L403,22uH,dvk-mx8m-bsb:LQH32CN220K,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0039.pdf,Murata,LQH32CN220K,LQH32CN220K23L,https://www.arrow.com/en/products/lqh32cn220k23l/murata-manufacturing,10%,https://www.arrow.com/en/products/lqh32cn220k53l/murata-manufacturing
L1701,4.7uH,dvk-mx8m-bsb:L_1008,http://www.samsungsem.com/kr/support/product-search/inductor/__icsFiles/afieldfile/2014/11/13/S_CIG22L4R7MNE.pdf,Samsung,CIG22L4R7MNE,1276-6213-2-ND,https://www.digikey.com/product-detail/en/samsung-electro-mechanics/CIG22L4R7MNE/1276-6213-2-ND/3971869,20%,https://octopart.com/search?q=CIG22L4R7MNE&start=0
L1801,NC,Inductors_SMD:L_0402,,,,,,,
L1802,NC,Inductors_SMD:L_0402,,,,,,,
L2301,NC,Inductors_SMD:L_0402,,,,,,,
L2302,NC,Inductors_SMD:L_0402,,,,,,,
LS1601,AS01608MS-SP9,dvk-mx8m-bsb:Speaker_flat_15x11x4mm,http://www.puiaudio.com/pdf/AS01508MS-SP11-WP-R.pdf,PUI Audio,AS01508MS-SP11-WP-R,668-1613-ND,https://www.digikey.com/product-detail/en/pui-audio-inc/AS01508MS-SP11-WP-R/668-1613-ND/8021804,15%,https://www.digikey.com/products/en/audio-products/speakers/156?k=&pkeyword=&pv2145=r0Hz+~+20kHz&pv2145=r20Hz+~+11.8kHz&pv2145=r20Hz+~+30kHz&pv2145=r25Hz+~+35kHz&pv2145=r70Hz+~+12.5kHz&pv2145=r70Hz+~+13kHz&pv2145=r144Hz+~+20kHz&pv2145=r200Hz+~+20kHz&pv2145=r230Hz+~+15kHz&pv2145=r250Hz+~+20kHz&pv2145=r288Hz+~+20kHz&pv2145=r300Hz+~+20kHz&pv2145=r320Hz+~+20kHz&pv2145=r350Hz+~+12kHz&pv2145=r350Hz+~+20kHz&pv2145=r400Hz+~+20kHz&pv2145=r420Hz+~+14kHz&pv2145=r450Hz+~+20kHz&pv2145=r480Hz+~+20kHz&pv2145=r500Hz+~+14kHz&pv2145=r500Hz+~+20kHz&pv2145=r520Hz+~+18kHz&pv2145=r520Hz+~+20kHz&pv2145=r550Hz+~+13kHz&pv2145=r550Hz+~+20kHz&pv2145=r592Hz+~+20kHz&pv2145=r600Hz+~+20kHz&FV=9340003%2C1f140000%2Cffe0009c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
M2401,Motor,dvk-mx8m-bsb:BY0820Z021L20,https://cloud.puri.sm/s/z8JR6DJ4KrJYzoW,Yichang Flourishing,BY0820Z021L20,BY0820L20,https://www.alibaba.com/product-detail/Coin-motor-vibration-dc-motorcellphone_1994583657.html?spm=a2700.8443308.0.0.5aa13e5f1wxHgs,-,http://nfpshop.com/product/nfp-coin-motor-c0834-free-wire/
MK1601,CMC-2242PBL,dvk-mx8m-bsb:Electret_Condenser_Mic_6mm,https://www.cui.com/product/resource/cmc-2242pbl-a.pdf,CUI,CMC-2242PBL-A,102-1727-ND,https://www.digikey.com/product-detail/en/cui-inc/CMC-2242PBL-A/102-1727-ND/1869987,±3dB,https://www.digikey.com/products/en/audio-products/microphones/158?FV=fffc0066%2Cffe0009e&quantity=0&ColumnSort=1000011&page=1&pageSize=25
MOD101,EmC_SoM,dvk-mx8m-bsb:EmCr_SOM_IMX8M_Outline,https://emcraft.com/component/jdownloads/view.download/153/1141,,,,,,
MOD1501,ModemCard,dvk-mx8m-bsb:mpcie-outline,https://cloud.puri.sm/s/iSg345Zb5Fyd354,,,,,,
MOD1801,WifiBTCard,dvk-mx8m-bsb:M2Card_E_2230,http://www.redpinesignals.com/pdfs/RS9116_Connectivity_Product_Brief.pdf,,,,,,
P1,IMX8M-SOM1,dvk-mx8m-bsb:EmCr_SOM_IMX8M_Connector,https://www.hirose.com/product/en/download_file/key_name/DF40/category/Catalog/doc_file_id/31649/?file_category_id=4&item_id=22&is_series=1,Hirose,DF40HC(4.0)-80DS-0.4V(51),,,,
P2,IMX8M-SOM2,dvk-mx8m-bsb:EmCr_SOM_IMX8M_Connector,,,,,,,
P3,IMX8M-SOM3,dvk-mx8m-bsb:EmCr_SOM_IMX8M_Connector,,,,,,,
P4,IMX8M-SOM4,dvk-mx8m-bsb:EmCr_SOM_IMX8M_Connector,,,,,,,
Q901,DMG2301L,TO_SOT_Packages_SMD:SOT-23,https://www.diodes.com/assets/Datasheets/DMG2301L.pdf,Diodes Inc,DMG2301L-7,621-DMG2301L-7,https://www.mouser.com/ProductDetail/Diodes-Incorporated/DMG2301L-7?qs=sGAEpiMZZMshyDBzk1%2fWi7D7EaJfF%252bz4L6K6mPI5IG5tw42rmqyxiA%3d%3d,-,https://www.digikey.com/products/en/discrete-semiconductor-products/transistors-fets-mosfets-single/278
Q2401,DMG2301L,TO_SOT_Packages_SMD:SOT-23,https://www.diodes.com/assets/Datasheets/DMG2301L.pdf,Diodes Inc,DMG2301L-7,621-DMG2301L-7,https://www.mouser.com/ProductDetail/Diodes-Incorporated/DMG2301L-7?qs=sGAEpiMZZMshyDBzk1%2fWi7D7EaJfF%252bz4L6K6mPI5IG5tw42rmqyxiA%3d%3d,-,https://www.digikey.com/products/en/discrete-semiconductor-products/transistors-fets-mosfets-single/278
Q301,FDV301N,dvk-mx8m-bsb:FDV301N,http://www.onsemi.com/pub/Collateral/FDV301N-D.PDF,ON Semiconductor,FDV301N,FDV301N,https://www.tme.eu/en/details/fdv301n/smd-n-channel-transistors/on-semiconductor-fairchild/,-,https://www.arrow.com/en/products/fdv301n/on-semiconductor
Q1102,FDV301N,dvk-mx8m-bsb:FDV301N,http://www.onsemi.com/pub/Collateral/FDV301N-D.PDF,ON Semiconductor,FDV301N,FDV301N,https://www.tme.eu/en/details/fdv301n/smd-n-channel-transistors/on-semiconductor-fairchild/,-,https://www.arrow.com/en/products/fdv301n/on-semiconductor
Q1101,FDV301N,dvk-mx8m-bsb:FDV301N,http://www.onsemi.com/pub/Collateral/FDV301N-D.PDF,ON Semiconductor,FDV301N,FDV301N,https://www.tme.eu/en/details/fdv301n/smd-n-channel-transistors/on-semiconductor-fairchild/,-,https://www.arrow.com/en/products/fdv301n/on-semiconductor
Q1202,FDV301N,dvk-mx8m-bsb:FDV301N,http://www.onsemi.com/pub/Collateral/FDV301N-D.PDF,ON Semiconductor,FDV301N,FDV301N,https://www.tme.eu/en/details/fdv301n/smd-n-channel-transistors/on-semiconductor-fairchild/,-,https://www.arrow.com/en/products/fdv301n/on-semiconductor
Q1201,FDV301N,dvk-mx8m-bsb:FDV301N,http://www.onsemi.com/pub/Collateral/FDV301N-D.PDF,ON Semiconductor,FDV301N,FDV301N,https://www.tme.eu/en/details/fdv301n/smd-n-channel-transistors/on-semiconductor-fairchild/,-,https://www.arrow.com/en/products/fdv301n/on-semiconductor
Q1401,FDV301N,dvk-mx8m-bsb:FDV301N,http://www.onsemi.com/pub/Collateral/FDV301N-D.PDF,ON Semiconductor,FDV301N,FDV301N,https://www.tme.eu/en/details/fdv301n/smd-n-channel-transistors/on-semiconductor-fairchild/,-,https://www.arrow.com/en/products/fdv301n/on-semiconductor
Q1501,FDV301N,dvk-mx8m-bsb:FDV301N,http://www.onsemi.com/pub/Collateral/FDV301N-D.PDF,ON Semiconductor,FDV301N,FDV301N,https://www.tme.eu/en/details/fdv301n/smd-n-channel-transistors/on-semiconductor-fairchild/,-,https://www.arrow.com/en/products/fdv301n/on-semiconductor
Q1801,FDV301N,dvk-mx8m-bsb:FDV301N,http://www.onsemi.com/pub/Collateral/FDV301N-D.PDF,ON Semiconductor,FDV301N,FDV301N,https://www.tme.eu/en/details/fdv301n/smd-n-channel-transistors/on-semiconductor-fairchild/,-,https://www.arrow.com/en/products/fdv301n/on-semiconductor
Q1802,FDV301N,dvk-mx8m-bsb:FDV301N,http://www.onsemi.com/pub/Collateral/FDV301N-D.PDF,ON Semiconductor,FDV301N,FDV301N,https://www.tme.eu/en/details/fdv301n/smd-n-channel-transistors/on-semiconductor-fairchild/,-,https://www.arrow.com/en/products/fdv301n/on-semiconductor
Q1502,MMBT2222A,TO_SOT_Packages_SMD:SOT-23,https://www.onsemi.com/pub/Collateral/MMBT2222LT1-D.PDF,ON Semiconductor,MMBT2222ALT1G,MMBT2222ALT1G,https://www.tme.eu/en/details/mmbt2222alt1g/npn-smd-transistors/on-semiconductor/,-,http://www.digipart.com/part/MMBT2222A
Q1901,NX3020NAKS,dvk-mx8m-bsb:6-TSSOP,https://assets.nexperia.com/documents/data-sheet/NX3020NAKS.pdf,NXP,NX3020NAKS,"NX3020NAKS,115",https://www.arrow.com/en/products/nx3020naks115/nexperia,-,https://octopart.com/search?q=NX3020NAKS&start=0
Q1903,NX3020NAKS,dvk-mx8m-bsb:6-TSSOP,https://assets.nexperia.com/documents/data-sheet/NX3020NAKS.pdf,NXP,NX3020NAKS,"NX3020NAKS,115",https://www.arrow.com/en/products/nx3020naks115/nexperia,-,https://octopart.com/search?q=NX3020NAKS&start=0
Q1902,NX3020NAKS,dvk-mx8m-bsb:6-TSSOP,https://assets.nexperia.com/documents/data-sheet/NX3020NAKS.pdf,NXP,NX3020NAKS,"NX3020NAKS,115",https://www.arrow.com/en/products/nx3020naks115/nexperia,-,https://octopart.com/search?q=NX3020NAKS&start=0
Q1904,NX3020NAKS,dvk-mx8m-bsb:6-TSSOP,https://assets.nexperia.com/documents/data-sheet/NX3020NAKS.pdf,NXP,NX3020NAKS,"NX3020NAKS,115",https://www.arrow.com/en/products/nx3020naks115/nexperia,-,https://octopart.com/search?q=NX3020NAKS&start=0
R226,0,Resistors_SMD:R_0402,,,,,,,
R807,0,Resistors_SMD:R_0402,,,,,,,
R907,0,Resistors_SMD:R_0402,,,,,,,
R908,0,Resistors_SMD:R_0402,,,,,,,
R901,0,Resistors_SMD:R_0402,,,,,,,
R1001,0,Resistors_SMD:R_0402,,,,,,,
R1914,0,Resistors_SMD:R_0402,,,,,,,
R2002,0,Resistors_SMD:R_0402,,,,,,,
R2202,0,Resistors_SMD:R_0402,,,,,,,
R910,1,Resistors_SMD:R_0402,,,,,,,
R903,1,Resistors_SMD:R_0402,,,,,,,
R416,5.1,Resistors_SMD:R_0402,http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf,Yageo,RT0603DRE075R1L,603-RT0603DRE075R1L,https://www.mouser.com/ProductDetail/Yageo/RT0603DRE075R1L?qs=%2fha2pyFaduht7PCjER6AutY0cwRaA5v8%252bIKbr7x%252bqtcf2D6zoEEfG7Yq%2fpVpDtKT&utm_source=octopart&utm_medium=aggregator&utm_campaign=603-RT0603DRE075R1L&utm_content=Yageo,0.5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?k=&pkeyword=&pv3=380&pv3=370&pv3=377&pv3=355&FV=c0001%2Cc0163%2Cc0172%2Cc0179%2Cc017c%2C400005%2C1f140000%2Cmu5.1+Ohms%7C2085%2Cffe00034&quantity=0&ColumnSort=1000011&page=1&pageSize=500
R1402,33,Resistors_SMD:R_0402,,,,,,,
R1401,33,Resistors_SMD:R_0402,,,,,,,
R1404,33,Resistors_SMD:R_0402,,,,,,,
R1403,33,Resistors_SMD:R_0402,,,,,,,
R1603,33,Resistors_SMD:R_0402,,,,,,,
R1605,33,Resistors_SMD:R_0402,,,,,,,
R2203,33,Resistors_SMD:R_0402,,,,,,,
R1410,100,Resistors_SMD:R_0402,,,,,,,
R2402,100,Resistors_SMD:R_0402,,,,,,,
R805,120,Resistors_SMD:R_0402,,,,,,,
R306,191,Resistors_SMD:R_0402,,,,,,,
R1725,270,Resistors_SMD:R_0402,,,,,,,
R1723,270,Resistors_SMD:R_0402,,,,,,,
R1724,270,Resistors_SMD:R_0402,,,,,,,
R904,330,Resistors_SMD:R_0402,,,,,,,
R906,330,Resistors_SMD:R_0402,,,,,,,
R1411,330,Resistors_SMD:R_0402,,,,,,,
R1901,604,Resistors_SMD:R_0402,,,,,,,
R1903,604,Resistors_SMD:R_0402,,,,,,,
R1905,604,Resistors_SMD:R_0402,,,,,,,
R1907,604,Resistors_SMD:R_0402,,,,,,,
R1902,604,Resistors_SMD:R_0402,,,,,,,
R1904,604,Resistors_SMD:R_0402,,,,,,,
R1906,604,Resistors_SMD:R_0402,,,,,,,
R1908,604,Resistors_SMD:R_0402,,,,,,,
R222,1.2M,Resistors_SMD:R_0402,,,,,,,
R310,1.5k,Resistors_SMD:R_0402,,,,,,,
R1910,1.5k,Resistors_SMD:R_0402,,,,,,,
R1911,1.5k,Resistors_SMD:R_0402,,,,,,,
R1718,1.62k,Resistors_SMD:R_0402,,,,,,,
R701,100k,Resistors_SMD:R_0402,,,,,,,
R1301,100k,Resistors_SMD:R_0402,,,,,,,
R1302,100k,Resistors_SMD:R_0402,,,,,,,
R1409,100k,Resistors_SMD:R_0402,,,,,,,
R1511,100k,Resistors_SMD:R_0402,,,,,,,
R1509,100k,Resistors_SMD:R_0402,,,,,,,
R1602,100k,Resistors_SMD:R_0402,,,,,,,
R1807,100k,Resistors_SMD:R_0402,,,,,,,
R1805,100k,Resistors_SMD:R_0402,,,,,,,
R1801,100k,Resistors_SMD:R_0402,,,,,,,
R2101,100k,Resistors_SMD:R_0402,,,,,,,
R2102,100k,Resistors_SMD:R_0402,,,,,,,
R2104,100k,Resistors_SMD:R_0402,,,,,,,
R2201,100k,Resistors_SMD:R_0402,,,,,,,
R2401,100k,Resistors_SMD:R_0402,,,,,,,
R105,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R103,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R104,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R107,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R108,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R109,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R220,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R210,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R214,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R305,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R304,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R303,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R413,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R415,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R501,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R502,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R503,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
