Reference, Value, Footprint, Datasheet, Distrib link, MFG Name, MFG Part Num, Distrib PN, Distrib Link, Tolerance, Others, Laird, Distrib Name, MFG Nane, MFG Part  Num
J101,IMX8M-SOM,dvk-mx8m-bsb:IMX8M_SOM_EmCr,,https://www.mouser.com/ProductDetail/Hirose-Connector/DF40HC40-80DS-04V51?qs=tTj%252bmQ3KZwb7MOjIqay%2FwA%3D%3D,,,,,,,,,,
C103,100nF,Capacitors_SMD:C_0603,
C106,100nF,Capacitors_SMD:C_0603,
J102,TEST_1P,,
R103,10k,Resistors_SMD:R_0603,
R104,19.6k,Resistors_SMD:R_0603,
R105,10k,Resistors_SMD:R_0603,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500,,,,
R102,2.2k,Resistors_SMD:R_0603,
R106,10k,Resistors_SMD:R_0603,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500,,,,
C101,22uF,Capacitors_SMD:C_0805,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM219R61C226ME15-01.pdf,,Murata,GRM219R61C226ME15L,490-9952-1-ND,https://www.digikey.com/product-detail/en/murata-electronics-north-america/GRM219R61C226ME15L/490-9952-1-ND/5026415,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv1989=0&FV=380014%2C380016%2C380004%2C380009%2C400006%2C440013%2Cmu22%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500,,,,
C102,22uF,Capacitors_SMD:C_0805,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM219R61C226ME15-01.pdf,,Murata,GRM219R61C226ME15L,490-9952-1-ND,https://www.digikey.com/product-detail/en/murata-electronics-north-america/GRM219R61C226ME15L/490-9952-1-ND/5026415,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv1989=0&FV=380014%2C380016%2C380004%2C380009%2C400006%2C440013%2Cmu22%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500,,,,
